field,geography,year,dataType,nMissing,fractionMissing,isMedian,isTotal,isHousehold,isFamily
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Other_Sources_of_Income, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_No_Source_of_Income_During_That_Time, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Total_people_Stated, Ward,2013, Int64,0,0, false, true, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Not_stated, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_sources_of_personal_income_24_25_26_for_the_census_usually_resident_population_count_aged_15_years_and_over_Total_people, Ward,2013, Int64,0,0, false, true, false, false
Code_2, Ward, ode_, UTF8String,0,0, false, false, false, false
Description_2, Ward, escr, UTF8String,0,0, false, false, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Employed_Full_time, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Employed_Part_time, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Unemployed, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_in_the_Labour_Force, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Ward,2001, Int64,0,0, false, true, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Work_and_Labour_Force_Status_Unidentifiable, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Ward,2001, Int64,0,0, false, true, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Employed_Full_time, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Employed_Part_time, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Unemployed, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_in_the_Labour_Force, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Ward,2006, Int64,0,0, false, true, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Work_and_Labour_Force_Status_Unidentifiable, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Ward,2006, Int64,0,0, false, true, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Employed_Full_time, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Employed_Part_time, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Unemployed, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_in_the_Labour_Force, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Ward,2013, Int64,0,0, false, true, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Work_and_Labour_Force_Status_Unidentifiable, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_work_and_labour_force_status_2_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Ward,2013, Int64,0,0, false, true, false, false
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Paid_Employee, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Employer, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Self_Employed_and_Without_Employees, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Unpaid_Family_Worker, Ward,2001, Int64,0,0, false, false, false, true
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Ward,2001, Int64,0,0, false, true, false, false
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Stated, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Ward,2001, Int64,0,0, false, true, false, false
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Paid_Employee, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Employer, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Self_Employed_and_Without_Employees, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Unpaid_Family_Worker, Ward,2006, Int64,0,0, false, false, false, true
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Ward,2006, Int64,0,0, false, true, false, false
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Ward,2006, Int64,0,0, false, true, false, false
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Paid_Employee, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Employer, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Self_Employed_and_Without_Employees, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Unpaid_Family_Worker, Ward,2013, Int64,0,0, false, false, false, true
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Ward,2013, Int64,0,0, false, true, false, false
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_status_in_employment_3_4_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Ward,2013, Int64,0,0, false, true, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Managers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Trades_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Community_and_Personal_Service_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerical_and_Administrative_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Sales_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Machinery_Operators_and_Drivers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Labourers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Ward,2006, Int64,0,0, false, true, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_8_, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Ward,2006, Int64,0,0, false, true, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Managers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Trades_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Community_and_Personal_Service_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerical_and_Administrative_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Sales_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Machinery_Operators_and_Drivers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Labourers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Ward,2013, Int64,0,0, false, true, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_8_, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Ward,2013, Int64,0,0, false, true, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Managers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Trades_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Community_and_Personal_Service_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerical_and_Administrative_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Sales_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Machinery_Operators_and_Drivers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Labourers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Ward,2006, Int64,0,0, false, true, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_8_, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Ward,2006, Int64,0,0, false, true, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Managers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Trades_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Community_and_Personal_Service_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerical_and_Administrative_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Sales_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Machinery_Operators_and_Drivers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Labourers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Ward,2013, Int64,0,0, false, true, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_8_, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Ward,2013, Int64,0,0, false, true, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Legislators_Administrators_and_Managers, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Associate_Professionals, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerks, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Service_and_Sales_Workers, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_and_Fishery_Workers, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Trades_Workers, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Plant_and_Machine_Operators_and_Assemblers, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Elementary_Occupations_incl_Residuals_13_, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_14_, Ward,2001, Int64,0,0, false, true, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Legislators_Administrators_and_Managers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Associate_Professionals, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerks, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Service_and_Sales_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_and_Fishery_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Trades_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Plant_and_Machine_Operators_and_Assemblers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Elementary_Occupations_incl_Residuals_13_, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_14_, Ward,2006, Int64,0,0, false, true, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Legislators_Administrators_and_Managers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Associate_Professionals, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerks, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Service_and_Sales_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_and_Fishery_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Trades_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Plant_and_Machine_Operators_and_Assemblers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Elementary_Occupations_incl_Residuals_13_, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_14_, Ward,2013, Int64,0,0, false, true, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Legislators_Administrators_and_Managers, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Associate_Professionals, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerks, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Service_and_Sales_Workers, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_and_Fishery_Workers, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Trades_Workers, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Plant_and_Machine_Operators_and_Assemblers, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Elementary_Occupations_incl_Residuals_13_, Ward,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_14_, Ward,2001, Int64,0,0, false, true, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Legislators_Administrators_and_Managers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Associate_Professionals, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerks, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Service_and_Sales_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_and_Fishery_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Trades_Workers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Plant_and_Machine_Operators_and_Assemblers, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Elementary_Occupations_incl_Residuals_13_, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_14_, Ward,2006, Int64,0,0, false, true, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Legislators_Administrators_and_Managers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Associate_Professionals, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerks, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Service_and_Sales_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_and_Fishery_Workers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Trades_Workers, Ward,2013, Int64,0,0, false, false, false, false
