index,field,geography,year,dataType,nMissing,fractionMissing,isMedian,isTotal,isHousehold,isFamily,min,mean,max
239,x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Object_to_Answering,Ward,2001,Int64,0,0,false,true,false,false,3,1110.2674418605,11271
240,x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Total_people_stated,Ward,2001,Int64,0,0,false,true,false,false,57,13445.1395348837,120456
241,x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_3_,Ward,2001,Int64,0,0,false,true,false,false,24,1113.8604651163,14031
242,x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Total_people,Ward,2001,Int64,0,0,false,true,false,false,147,14485.5813953488,132003
243,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_No_Religion,Ward,2006,Int64,0,0,false,true,false,false,48,5027.4418604651,46065
244,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Buddhist,Ward,2006,Int64,0,0,false,true,false,false,0,202.988372093,4434
245,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Christian,Ward,2006,Int64,0,0,false,true,false,false,51,7858.2674418605,80364
246,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Hindu,Ward,2006,Int64,0,0,false,true,false,false,0,249.5697674419,9528
247,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Islam_Muslim,Ward,2006,Int64,0,0,false,true,false,false,0,139.8953488372,5004
248,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Judaism_Jewish,Ward,2006,Int64,0,0,false,true,false,false,0,26.5697674419,972
249,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Maori_Christian,Ward,2006,Int64,0,0,false,true,false,false,0,254.2325581395,3933
250,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Spiritualism_and_New_Age_Religions,Ward,2006,Int64,0,0,false,true,false,false,0,76.6744186047,828
251,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Other_Religions,Ward,2006,Int64,0,0,false,true,false,false,0,94.7209302326,2724
252,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Object_to_Answering,Ward,2006,Int64,0,0,false,true,false,false,9,940.2325581395,8769
253,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Total_people_stated,Ward,2006,Int64,0,0,false,true,false,false,105,14510.3139534884,131814
254,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_3_,Ward,2006,Int64,0,0,false,true,false,false,30,1135.5697674419,17769
255,x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Total_people,Ward,2006,Int64,0,0,false,true,false,false,177,15612.2325581395,144288
256,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_No_Religion,Ward,2013,Int64,0,0,false,true,false,false,18,6338.3953488372,59835
257,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Buddhist,Ward,2013,Int64,0,0,false,true,false,false,0,226.3023255814,5421
258,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Christian,Ward,2013,Int64,0,0,false,true,false,false,15,7205.3372093023,78747
259,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Hindu,Ward,2013,Int64,0,0,false,true,false,false,0,348.2674418605,11712
260,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Islam_Muslim,Ward,2013,Int64,0,0,false,true,false,false,0,178.7790697674,6441
261,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Judaism_Jewish,Ward,2013,Int64,0,0,false,true,false,false,0,26.7325581395,762
262,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Maori_Christian,Ward,2013,Int64,0,0,false,true,false,false,0,205.2325581395,3306
263,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Spiritualism_and_New_Age_Religions,Ward,2013,Int64,0,0,false,true,false,false,0,70.8372093023,783
264,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Other_Religions,Ward,2013,Int64,0,0,false,true,false,false,0,132.6162790698,4020
265,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Object_to_Answering,Ward,2013,Int64,0,0,false,true,false,false,0,670.5348837209,6276
266,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Total_people_stated,Ward,2013,Int64,0,0,false,true,false,false,39,15120.7441860465,141849
267,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_3_,Ward,2013,Int64,0,0,false,true,false,false,12,1346.1744186047,18525
268,x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Total_people,Ward,2013,Int64,0,0,false,true,false,false,51,16442.1744186047,156081
269,x2006_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Regular_Smoker,Ward,2006,Int64,0,0,false,false,false,false,24,2316.9534883721,23394
270,x2006_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Ex_Smoker,Ward,2006,Int64,0,0,false,false,false,false,36,2470.1976744186,21618
271,x2006_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Never_Smoked_Regularly,Ward,2006,Int64,0,0,false,false,false,false,39,6410.4069767442,70929
272,x2006_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2006,Int64,0,0,false,true,false,false,99,11197.7209302326,103983
273,x2006_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_,Ward,2006,Int64,0,0,false,false,false,false,36,1051.8604651163,14220
274,x2006_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2006,Int64,0,0,false,true,false,false,171,12249.4418604651,114207
275,x2013_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Regular_Smoker,Ward,2013,Int64,0,0,false,false,false,false,3,1795.4302325581,18612
276,x2013_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Ex_Smoker,Ward,2013,Int64,0,0,false,false,false,false,15,2721.1162790698,24477
277,x2013_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Never_Smoked_Regularly,Ward,2013,Int64,0,0,false,false,false,false,15,7366.7093023256,79677
278,x2013_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2013,Int64,0,0,false,true,false,false,33,11882.9302325581,108795
279,x2013_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_,Ward,2013,Int64,0,0,false,false,false,false,15,1203.9069767442,15246
280,x2013_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2013,Int64,0,0,false,true,false,false,48,13086.9651162791,120150
281,x2001_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Married_not_separated_,Ward,2001,Int64,0,0,false,false,false,false,15,5188.3255813954,46560
282,x2001_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Separated_divorced_or_dissolved_widowed_surviving_partner_6_7_8_,Ward,2001,Int64,0,0,false,false,false,false,12,1822.2441860465,16245
283,x2001_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Never_married_and_never_in_a_civil_union,Ward,2001,Int64,0,0,false,false,false,false,30,3425.1976744186,38556
284,x2001_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2001,Int64,0,0,false,true,false,false,57,10435.6744186047,96666
285,x2001_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_9_,Ward,2001,Int64,0,0,false,false,false,false,21,763.9302325581,11853
286,x2001_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2001,Int64,0,0,false,true,false,false,129,11199.7790697674,105459
287,x2006_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Married_not_separated_,Ward,2006,Int64,0,0,false,false,false,false,57,5482.7674418605,53088
288,x2006_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Separated_divorced_or_dissolved_widowed_surviving_partner_6_7_8_,Ward,2006,Int64,0,0,false,false,false,false,12,1958.011627907,16323
289,x2006_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Never_married_and_never_in_a_civil_union,Ward,2006,Int64,0,0,false,false,false,false,33,3842.3488372093,42738
290,x2006_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2006,Int64,0,0,false,true,false,false,102,11283.0697674419,104496
291,x2006_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_9_,Ward,2006,Int64,0,0,false,false,false,false,30,966.3604651163,15951
292,x2006_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2006,Int64,0,0,false,true,false,false,171,12249.4418604651,114207
293,x2013_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Married_not_separated_,Ward,2013,Int64,0,0,false,false,false,false,15,5696.8953488372,60321
294,x2013_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Separated_divorced_or_dissolved_widowed_surviving_partner_6_7_8_,Ward,2013,Int64,0,0,false,false,false,false,12,2009.488372093,17037
295,x2013_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Never_married_and_never_in_a_civil_union,Ward,2013,Int64,0,0,false,false,false,false,9,4141.523255814,44724
296,x2013_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2013,Int64,0,0,false,true,false,false,33,11847.8604651163,108246
297,x2013_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_9_,Ward,2013,Int64,0,0,false,false,false,false,15,1239.0581395349,19050
298,x2013_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2013,Int64,0,0,false,true,false,false,48,13086.9651162791,120150
299,x2001_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Partnered,Ward,2001,Int64,0,0,false,false,false,false,18,6371.8837209302,56382
300,x2001_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Non_Partnered,Ward,2001,Int64,0,0,false,false,false,false,30,4108.5930232558,43893
301,x2001_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2001,Int64,0,0,false,true,false,false,45,10480.476744186,96609
302,x2001_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_stated,Ward,2001,Int64,0,0,false,false,false,false,6,719.1046511628,9906
303,x2001_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2001,Int64,0,0,false,true,false,false,129,11199.7558139535,105459
304,x2006_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Partnered,Ward,2006,Int64,0,0,false,false,false,false,60,7013.3488372093,62640
305,x2006_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Non_Partnered,Ward,2006,Int64,0,0,false,false,false,false,45,4433.6046511628,47007
306,x2006_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2006,Int64,0,0,false,true,false,false,105,11446.8953488372,106077
307,x2006_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_stated,Ward,2006,Int64,0,0,false,false,false,false,18,802.5348837209,12465
308,x2006_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2006,Int64,0,0,false,true,false,false,171,12249.5,114207
309,x2013_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Partnered,Ward,2013,Int64,0,0,false,false,false,false,18,7366.6627906977,71418
310,x2013_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Non_Partnered,Ward,2013,Int64,0,0,false,false,false,false,15,4798.9534883721,49293
311,x2013_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2013,Int64,0,0,false,true,false,false,36,12165.8953488372,111246
312,x2013_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_stated,Ward,2013,Int64,0,0,false,false,false,false,12,921.1744186047,11916
313,x2013_Census_partnership_status_in_current_relationship_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2013,Int64,0,0,false,true,false,false,48,13086.8488372093,120150
314,x2001_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Own_or_Partly_Own_Usual_Residence_11_,Ward,2001,Int64,0,0,false,false,false,false,18,5722.9302325581,48678
315,x2001_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Do_Not_Own_Usual_Residence,Ward,2001,Int64,0,0,false,false,false,false,39,4710.8023255814,55512
316,x2001_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2001,Int64,0,0,false,true,false,false,54,10433.8604651163,96261
317,x2001_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_12_,Ward,2001,Int64,0,0,false,false,false,false,24,765.6976744186,11958
318,x2001_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2001,Int64,0,0,false,true,false,false,129,11199.7558139535,105459
319,x2006_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Own_or_Partly_Own_Usual_Residence_11_,Ward,2006,Int64,0,0,false,false,false,false,57,6116.6395348837,55563
320,x2006_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Do_Not_Own_Usual_Residence,Ward,2006,Int64,0,0,false,false,false,false,39,5371.3953488372,63531
321,x2006_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2006,Int64,0,0,false,true,false,false,96,11488.0581395349,106404
322,x2006_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_12_,Ward,2006,Int64,0,0,false,false,false,false,18,761.4069767442,13269
323,x2006_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2006,Int64,0,0,false,true,false,false,171,12249.5,114207
324,x2013_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Own_or_Partly_Own_Usual_Residence_11_,Ward,2013,Int64,0,0,false,false,false,false,24,6164.9186046512,59877
325,x2013_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Do_Not_Own_Usual_Residence,Ward,2013,Int64,0,0,false,false,false,false,15,6213.2325581395,72174
326,x2013_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2013,Int64,0,0,false,true,false,false,39,12378.011627907,113937
327,x2013_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_12_,Ward,2013,Int64,0,0,false,false,false,false,6,708.7325581395,9537
328,x2013_Census_tenure_holder_10_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2013,Int64,0,0,false,true,false,false,48,13086.8488372093,120150
329,x2006_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_No_Children,Ward,2006,Int64,0,0,false,false,false,false,3,1787.8488372093,23148
330,x2006_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_One_Child,Ward,2006,Int64,0,0,false,false,false,false,0,686.6046511628,7512
331,x2006_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Two_Children,Ward,2006,Int64,0,0,false,false,false,false,6,1449.7093023256,15372
332,x2006_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Three_Children,Ward,2006,Int64,0,0,false,false,false,false,3,981.6279069767,8202
333,x2006_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Four_Children,Ward,2006,Int64,0,0,false,false,false,false,3,469.9651162791,4194
334,x2006_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Five_Children,Ward,2006,Int64,0,0,false,false,false,false,0,190.7441860465,2433
335,x2006_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Six_or_More_Children,Ward,2006,Int64,0,0,false,false,false,false,0,165.1046511628,3273
336,x2006_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Object_to_Answering,Ward,2006,Int64,0,0,false,false,false,false,0,177.2325581395,1509
337,x2006_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2006,Int64,0,0,false,true,false,false,18,5908.4418604651,54555
338,x2006_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_14_,Ward,2006,Int64,0,0,false,false,false,false,6,443.3837209302,7158
339,x2006_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2006,Int64,0,0,false,true,false,false,42,6351.8023255814,59115
340,x2013_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_No_Children,Ward,2013,Int64,0,0,false,false,false,false,3,1903.4651162791,23652
341,x2013_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_One_Child,Ward,2013,Int64,0,0,false,false,false,false,0,771.976744186,8625
342,x2013_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Two_Children,Ward,2013,Int64,0,0,false,false,false,false,6,1626.3139534884,18321
343,x2013_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Three_Children,Ward,2013,Int64,0,0,false,false,false,false,0,1029.8953488372,9123
344,x2013_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Four_Children,Ward,2013,Int64,0,0,false,false,false,false,3,458.4186046512,4065
345,x2013_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Five_Children,Ward,2013,Int64,0,0,false,false,false,false,0,174.3720930233,2466
346,x2013_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Six_or_More_Children,Ward,2013,Int64,0,0,false,false,false,false,0,143.3604651163,3177
347,x2013_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Object_to_Answering,Ward,2013,Int64,0,0,false,false,false,false,0,176.5581395349,1656
348,x2013_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2013,Int64,0,0,false,true,false,false,15,6284.2209302326,57501
349,x2013_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_14_,Ward,2013,Int64,0,0,false,false,false,false,6,516.5,7560
350,x2013_Census_number_of_children_born_alive_13_for_the_female_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2013,Int64,0,0,false,true,false,false,18,6800.5813953488,62946
351,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_No_Qualification,Ward,2006,Int64,0,0,false,false,false,false,24,2745.8837209302,29019
352,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Level_1_Certificate,Ward,2006,Int64,0,0,false,false,false,false,12,1529.3372093023,13521
353,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Level_2_Certificate,Ward,2006,Int64,0,0,false,false,false,false,12,1187.2790697675,10410
354,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Level_3_Certificate,Ward,2006,Int64,0,0,false,false,false,false,12,959.8139534884,13959
355,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Level_4_Certificate,Ward,2006,Int64,0,0,false,false,false,false,15,1110.8139534884,9882
356,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Level_5_or_Level_6_Diploma_16_,Ward,2006,Int64,0,0,false,false,false,false,6,1040.1627906977,10596
357,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Bachelor_Degree_and_Level_7_Qualifications,Ward,2006,Int64,0,0,false,false,false,false,9,1224.2441860465,21921
358,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Postgraduate_and_Honours_Degrees,Ward,2006,Int64,0,0,false,false,false,false,0,214.8720930233,3306
359,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Masters_Degree,Ward,2006,Int64,0,0,false,false,false,false,0,231.3255813953,5256
360,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Doctorate_Degree,Ward,2006,Int64,0,0,false,false,false,false,0,65.0581395349,1233
361,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Overseas_Secondary_School_Qualification,Ward,2006,Int64,0,0,false,false,false,false,3,668.988372093,11784
362,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2006,Int64,0,0,false,true,false,false,93,10978.1046511628,103188
363,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_17_,Ward,2006,Int64,0,0,false,false,false,false,39,1271.5581395349,18825
364,x2006_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2006,Int64,0,0,false,true,false,false,171,12249.4302325581,114207
365,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_No_Qualification,Ward,2013,Int64,0,0,false,false,false,false,12,2435.5465116279,26013
366,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Level_1_Certificate,Ward,2013,Int64,0,0,false,false,false,false,6,1511.3604651163,13395
367,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Level_2_Certificate,Ward,2013,Int64,0,0,false,false,false,false,6,1241.8837209302,11331
368,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Level_3_Certificate,Ward,2013,Int64,0,0,false,false,false,false,0,1120.3255813954,14481
369,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Level_4_Certificate,Ward,2013,Int64,0,0,false,false,false,false,6,1131.7093023256,10140
370,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Level_5_or_Level_6_Diploma_16_,Ward,2013,Int64,0,0,false,false,false,false,3,1077.8837209302,11136
371,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Bachelor_Degree_and_Level_7_Qualifications,Ward,2013,Int64,0,0,false,false,false,false,3,1583.0930232558,25791
372,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Postgraduate_and_Honours_Degrees,Ward,2013,Int64,0,0,false,false,false,false,0,335.5348837209,4971
373,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Masters_Degree,Ward,2013,Int64,0,0,false,false,false,false,0,325.2674418605,6411
374,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Doctorate_Degree,Ward,2013,Int64,0,0,false,false,false,false,0,86.4418604651,1626
375,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Overseas_Secondary_School_Qualification,Ward,2013,Int64,0,0,false,false,false,false,0,781.0348837209,14100
376,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2013,Int64,0,0,false,true,false,false,36,11630.3837209302,107496
377,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_17_,Ward,2013,Int64,0,0,false,false,false,false,12,1456.5813953488,19812
378,x2013_Census_highest_qualification_15_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2013,Int64,0,0,false,true,false,false,45,13086.9418604651,120150
379,x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Full_time_Study_19_,Ward,2006,Int64,0,0,false,false,false,false,3,1166.7906976744,17784
380,x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Part_time_Study_20_,Ward,2006,Int64,0,0,false,false,false,false,3,596.0465116279,6333
381,x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Full_time_and_Part_time_Study,Ward,2006,Int64,0,0,false,false,false,false,0,2.023255814,24
382,x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Studying,Ward,2006,Int64,0,0,false,false,false,false,87,9245.8372093023,80376
383,x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated,Ward,2006,Int64,0,0,false,true,false,false,90,11010.3488372093,103122
384,x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_stated,Ward,2006,Int64,0,0,false,false,false,false,42,1238.9302325581,17892
385,x2006_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people,Ward,2006,Int64,0,0,false,true,false,false,171,12249.476744186,114207
386,x2013_Census_study_participation_18_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Full_time_Study_19_,Ward,2013,Int64,0,0,false,false,false,false,3,1286.2209302326,18072
